,name,location,price,rating,quality,review,bed,size,distance from centure,room_type,nights,adults,free_canelation
5361,Apartamento Costa de Madrid,Madrid,"IRR 32,258,710",7.9,Good,10 reviews,"4 beds (2 singles, 1 double, 1 sofa bed)",60m²,56.5,Two-Bedroom Apartment,5 nights, 4 adults,
5362,"Apartment close to Airport, Ifema","San Blas, Madrid","IRR 59,471,366",7.7,Good,167 reviews,"3 beds (2 doubles, 1 sofa bed)",,11.3,Family Double Room,5 nights, 4 adults,
5363,CH Plaza D'Ort Rooms Madrid,"Centro, Madrid","IRR 60,419,303",5.6,Review score,"1,953 reviews","3 beds (2 singles, 1 double)",,300,Family Room with Balcony and Shared Bathroom,5 nights, 4 adults,
5364,Luxury Apt para 6 en Ventura de la Vega - Las Letras,"Centro, Madrid","IRR 165,762,915",8.8,Fabulous,5 reviews,"4 beds (2 singles, 2 doubles)",161m²,400,Apartment,5 nights, 4 adults,
5365,TravelStep General Ricardos,"Carabanchel, Madrid","IRR 99,875,851",6.9,Review score,57 reviews,Entire studio • 1 bathroom • 18m²,18m²,3.3,Studio with Balcony,5 nights, 4 adults,
5366,LaVida Rooms Madrid,"Carabanchel, Madrid","IRR 66,880,256",5.6,Review score,43 reviews,"2 beds (1 double, 1 sofa bed)",,3.9,Budget Double Room,5 nights, 4 adults,
5367,Palacio de los Duques Gran Meliá - The Leading Hotels of the World,"Centro, Madrid","IRR 209,451,342",9.2,Superb,"1,165 reviews",Multiple bed types,,0.6,Suprême Family room,5 nights, 4 adults,
5368,Sonder Malasaña,"Centro, Madrid","IRR 161,075,691",9.1,Superb,871 reviews,"4 beds (2 singles, 1 extra-large double, 1 sofa bed)",66m²,1.2,Two-Bedroom Apartment,5 nights, 4 adults,
5369,Ever House - ALCALA DIVA 1 ROOFTOP,"Ciudad Lineal, Madrid","IRR 68,374,049",7.7,Good,35 reviews,"2 beds (1 double, 1 sofa bed)",45m²,4.7,One-Bedroom Apartment,5 nights, 4 adults,
5370,Apartamento NAO MALASAÑA - GRAN VIA,"Centro, Madrid","IRR 132,819,383",7.0,Good,120 reviews,"9 beds (2 doubles, 6 bunk beds, 1 sofa bed)",105m²,0.9,Apartment,5 nights, 4 adults,
5371,El Escondite de La Caprichosa,Madrid,"IRR 61,565,879",9.1,Superb,56 reviews,"7 beds (6 singles, 1 large double)",,57.1,Villa,5 nights, 4 adults,
5372,Puerta del Sol - Isabel II,"Centro, Madrid","IRR 128,944,734",6.4,Review score,7 reviews,"3 beds (1 sofa bed, 2 large doubles)",,150,Family Studio,5 nights, 4 adults,
5373,44 Centro Apartaments & Suites,"Chamartín, Madrid","IRR 108,235,883",3.0,Review score,23 reviews,"3 beds (1 single, 2 large doubles)",76m²,3.6,Apartment - Ground Floor,5 nights, 4 adults,
5374,SUPER BIG APARTAMENT IN OPERA,"Centro, Madrid","IRR 288,346,015",,,,"10 beds (2 singles, 2 doubles, 2 extra-large doubles, 1 sofa bed, 3 large doubles)",245m²,0.5,Apartment,5 nights, 4 adults,
5401,AV. Asturias Apartamento,"Tetuan, Madrid","IRR 3,788,546",8.4,Very good,105 reviews,"2 beds (1 double, 1 sofa bed)",40m²,5.6,Two-Bedroom Apartment,1 night, 5 adults,
5402,Madrid Norte II by Oshun Apartments,"Hortaleza, Madrid","IRR 4,084,902",7.6,Good,191 reviews,"4 beds (1 single, 1 double, 1 bunk bed, 1 sofa bed)",100m²,8.6,Duplex three bedroom with balcony,1 night, 5 adults,
5403,Alianza Suites,"Villaverde, Madrid","IRR 5,366,440",9.2,Superb,359 reviews,"4 beds (2 singles, 1 sofa bed, 1 large double)",33m²,6.7,One-Bedroom Apartment,1 night, 5 adults,
5404,NUEVOS DUPLEX PRINCIPE VERGARA,"Chamartín, Madrid","IRR 4,805,767",6.6,Review score,487 reviews,"4 beds (1 single, 1 double, 2 sofa beds)",65m²,4.3,Maisonette,1 night, 5 adults,
5405,Preciosos apartamentos en el centro de Madrid,"Centro, Madrid","IRR 7,171,806",7.6,Good,303 reviews,"4 beds (1 double, 1 bunk bed, 2 sofa beds)",55m²,300,Two-Bedroom Apartment,1 night, 5 adults,
5406,BERNABEU/ C.UNIVERSITARIA APARTMENTS,"Tetuan, Madrid","IRR 5,226,272",7.6,Good,241 reviews,"3 beds (1 double, 2 sofa beds)",42m²,4.7,Apartment,1 night, 5 adults,
5407,Apartments near metro,"Puente de Vallecas, Madrid","IRR 1,922,307",5.6,Review score,95 reviews,"3 beds (2 doubles, 1 sofa bed)",40m²,4,Apartment,1 night, 5 adults,
5408,Wonder Apartments,"Centro, Madrid","IRR 7,889,467",8.1,Very good,668 reviews,"6 beds (2 singles, 1 double, 2 sofa beds, 1 large double)",100m²,450,Three-Bedroom Apartment,1 night, 5 adults,
5409,Home Art Apartments Chamberí,"Chamberi, Madrid","IRR 8,009,612",8.5,Very good,633 reviews,"3 beds (2 doubles, 1 sofa bed)",45m²,1.9,Two-Bedroom Apartment,1 night, 5 adults,
5410,Cool Apt en el Downtown de Madrid-La Latina,"Centro, Madrid","IRR 3,849,419",7.7,Good,20 reviews,"4 beds (3 doubles, 1 sofa bed)",71m²,0.8,Apartment,1 night, 5 adults,
5411,Oshun Madrid Norte,"Hortaleza, Madrid","IRR 4,565,479",7.8,Good,643 reviews,"5 beds (3 singles, 1 double, 1 sofa bed)",90m²,8.4,Deluxe Apartment with Balcony,1 night, 5 adults,
5412,Nice apartamento en el centro de Madrid-La Latina,"Centro, Madrid","IRR 3,849,419",7.3,Good,22 reviews,"5 beds (4 singles, 1 double)",74m²,0.8,Apartment,1 night, 5 adults,
5413,Oshun Sanchinarro,"Hortaleza, Madrid","IRR 5,046,055",7.8,Good,238 reviews,"4 beds (2 singles, 1 double, 1 sofa bed)",80m²,8.4,Duplex Superior,1 night, 5 adults,
5414,Apartamento de 4hab en La Latina con vistas a Madrid Centro,"Centro, Madrid","IRR 3,849,419",7.4,Good,5 reviews,"6 beds (2 singles, 3 doubles, 1 sofa bed)",106m²,0.8,Apartment,1 night, 5 adults,
5415,Familiar Apt para 5pax en Calle Santa Ana-Centro,"Centro, Madrid","IRR 2,102,523",7.0,Good,16 reviews,"3 beds (2 doubles, 1 sofa bed)",50m²,1,Apartment,1 night, 5 adults,
5416,Acogedor Apt para 5pax en el corazon de Chamberi,"Chamberi, Madrid","IRR 2,102,523",6.2,Review score,11 reviews,"3 beds (1 double, 1 bunk bed, 1 sofa bed)",60m²,2.4,Apartment,1 night, 5 adults,
5417,Deluxe Apt en el centro de Madrid para 9pax,"Centro, Madrid","IRR 4,162,996",6.0,Review score,3 reviews,"5 beds (4 doubles, 1 sofa bed)",90m²,300,Apartment,1 night, 5 adults,
5419,Encantador Apartamento Atocha,"Arganzuela, Madrid","IRR 4,685,623",6.7,Review score,141 reviews,"3 beds (1 double, 2 bunk beds)",65m²,1.7,Standard Apartment,1 night, 5 adults,
5420,Luminoso Madrid Javalambre,"Puente de Vallecas, Madrid","IRR 7,408,891",8.7,Fabulous,34 reviews,"3 beds (2 doubles, 1 sofa bed)",80m²,3.7,Two-Bedroom Apartment,1 night, 5 adults,
5421,Roisa Centro,"Centro, Madrid","IRR 10,412,495",8.4,Very good,681 reviews,"8 beds (7 singles, 1 sofa bed)",89m²,1.3,One-Bedroom Apartment with Terrace,1 night, 5 adults,
5422,Pierre & Vacances Apartamentos Edificio Eurobuilding 2,"Tetuan, Madrid","IRR 11,814,577",8.7,Fabulous,"1,806 reviews",4 single beds,109m²,4.7,Two-Bedroom Apartment (6 People),1 night, 5 adults,
5423,Smartrental Collection Gran Vía Centric,"Centro, Madrid","IRR 15,658,791",8.8,Fabulous,"4,987 reviews","4 beds (2 singles, 1 double, 1 sofa bed)",67m²,450,Two-Bedroom Apartment,1 night, 5 adults,
5424,Cool&Central Apt para 7pax en Justicia-Centro,"Centro, Madrid","IRR 3,849,419",5.7,Review score,22 reviews,"4 beds (3 doubles, 1 sofa bed)",80m²,1.1,Apartment,1 night, 5 adults,
5425,Apartments near metro,"Puente de Vallecas, Madrid","IRR 1,922,307",5.6,Review score,95 reviews,"3 beds (2 doubles, 1 sofa bed)",40m²,4,Apartment,1 night, 5 adults,
5426,Familiar Apt para 5pax en Calle Santa Ana-Centro,"Centro, Madrid","IRR 2,102,523",7.0,Good,16 reviews,"3 beds (2 doubles, 1 sofa bed)",50m²,1,Apartment,1 night, 5 adults,
5427,Madrid Norte II by Oshun Apartments,"Hortaleza, Madrid","IRR 4,084,902",7.6,Good,191 reviews,"4 beds (1 single, 1 double, 1 bunk bed, 1 sofa bed)",100m²,8.6,Duplex three bedroom with balcony,1 night, 5 adults,
5428,Oshun Madrid Norte,"Hortaleza, Madrid","IRR 4,565,479",7.8,Good,643 reviews,"5 beds (3 singles, 1 double, 1 sofa bed)",90m²,8.4,Deluxe Apartment with Balcony,1 night, 5 adults,
5429,AV. Asturias Apartamento,"Tetuan, Madrid","IRR 3,788,546",8.4,Very good,105 reviews,"2 beds (1 double, 1 sofa bed)",40m²,5.6,Two-Bedroom Apartment,1 night, 5 adults,
5430,Acogedor Apt para 5pax en el corazon de Chamberi,"Chamberi, Madrid","IRR 2,102,523",6.2,Review score,11 reviews,"3 beds (1 double, 1 bunk bed, 1 sofa bed)",60m²,2.4,Apartment,1 night, 5 adults,
5431,Oshun Sanchinarro,"Hortaleza, Madrid","IRR 5,046,055",7.8,Good,238 reviews,"4 beds (2 singles, 1 double, 1 sofa bed)",80m²,8.4,Duplex Superior,1 night, 5 adults,
5432,Nice apartamento en el centro de Madrid-La Latina,"Centro, Madrid","IRR 3,849,419",7.3,Good,22 reviews,"5 beds (4 singles, 1 double)",74m²,0.8,Apartment,1 night, 5 adults,
5433,Apartamentos Day Madrid GRAN VIA Centro Sol Malasaña,"Centro, Madrid","IRR 9,265,118",6.9,Review score,163 reviews,"3 beds (2 doubles, 1 sofa bed)",45m²,0.6,Two-Bedroom Apartment,1 night, 5 adults,
5434,Alianza Suites,"Villaverde, Madrid","IRR 5,366,440",9.2,Superb,359 reviews,"4 beds (2 singles, 1 sofa bed, 1 large double)",33m²,6.7,One-Bedroom Apartment,1 night, 5 adults,
5435,Cool Apt en el Downtown de Madrid-La Latina,"Centro, Madrid","IRR 3,849,419",7.7,Good,20 reviews,"4 beds (3 doubles, 1 sofa bed)",71m²,0.8,Apartment,1 night, 5 adults,
5436,Apartamento de 4hab en La Latina con vistas a Madrid Centro,"Centro, Madrid","IRR 3,849,419",7.4,Good,5 reviews,"6 beds (2 singles, 3 doubles, 1 sofa bed)",106m²,0.8,Apartment,1 night, 5 adults,
5437,NUEVOS DUPLEX PRINCIPE VERGARA,"Chamartín, Madrid","IRR 4,805,767",6.6,Review score,487 reviews,"4 beds (1 single, 1 double, 2 sofa beds)",65m²,4.3,Maisonette,1 night, 5 adults,
5438,BERNABEU/ C.UNIVERSITARIA APARTMENTS,"Tetuan, Madrid","IRR 5,226,272",7.6,Good,241 reviews,"3 beds (1 double, 2 sofa beds)",42m²,4.7,Apartment,1 night, 5 adults,
5440,CH Plaza D'Ort Rooms Madrid,"Centro, Madrid","IRR 4,759,311",5.6,Review score,"1,953 reviews","3 beds (1 single, 2 doubles)",,300,Family Suite with Balcony - Shared Bathroom,1 night, 5 adults,
5441,Home Art Apartments Chamberí,"Chamberi, Madrid","IRR 8,009,612",8.5,Very good,633 reviews,"3 beds (2 doubles, 1 sofa bed)",45m²,1.9,Two-Bedroom Apartment,1 night, 5 adults,
5442,Preciosos apartamentos en el centro de Madrid,"Centro, Madrid","IRR 7,171,806",7.6,Good,303 reviews,"4 beds (1 double, 1 bunk bed, 2 sofa beds)",55m²,300,Two-Bedroom Apartment,1 night, 5 adults,
5443,Encantador Apartamento Atocha,"Arganzuela, Madrid","IRR 4,685,623",6.7,Review score,141 reviews,"3 beds (1 double, 2 bunk beds)",65m²,1.7,Standard Apartment,1 night, 5 adults,
5444,Deluxe Apt en el centro de Madrid para 9pax,"Centro, Madrid","IRR 4,162,996",6.0,Review score,3 reviews,"5 beds (4 doubles, 1 sofa bed)",90m²,300,Apartment,1 night, 5 adults,
5445,Wonder Apartments,"Centro, Madrid","IRR 7,889,467",8.1,Very good,668 reviews,"6 beds (2 singles, 1 double, 2 sofa beds, 1 large double)",100m²,450,Three-Bedroom Apartment,1 night, 5 adults,
5446,Cool&Central Apt para 7pax en Justicia-Centro,"Centro, Madrid","IRR 3,849,419",5.7,Review score,22 reviews,"4 beds (3 doubles, 1 sofa bed)",80m²,1.1,Apartment,1 night, 5 adults,
5450,Apartments near metro,"Puente de Vallecas, Madrid","IRR 1,922,307",5.6,Review score,95 reviews,"3 beds (2 doubles, 1 sofa bed)",40m²,4,Apartment,1 night, 5 adults,
5451,Familiar Apt para 5pax en Calle Santa Ana-Centro,"Centro, Madrid","IRR 2,102,523",7.0,Good,16 reviews,"3 beds (2 doubles, 1 sofa bed)",50m²,1,Apartment,1 night, 5 adults,
5452,Madrid Norte II by Oshun Apartments,"Hortaleza, Madrid","IRR 4,084,902",7.6,Good,191 reviews,"4 beds (1 single, 1 double, 1 bunk bed, 1 sofa bed)",100m²,8.6,Duplex three bedroom with balcony,1 night, 5 adults,
5453,Oshun Madrid Norte,"Hortaleza, Madrid","IRR 4,565,479",7.8,Good,643 reviews,"5 beds (3 singles, 1 double, 1 sofa bed)",90m²,8.4,Deluxe Apartment with Balcony,1 night, 5 adults,
5454,AV. Asturias Apartamento,"Tetuan, Madrid","IRR 3,788,546",8.4,Very good,105 reviews,"2 beds (1 double, 1 sofa bed)",40m²,5.6,Two-Bedroom Apartment,1 night, 5 adults,
5455,Acogedor Apt para 5pax en el corazon de Chamberi,"Chamberi, Madrid","IRR 2,102,523",6.2,Review score,11 reviews,"3 beds (1 double, 1 bunk bed, 1 sofa bed)",60m²,2.4,Apartment,1 night, 5 adults,
5456,Oshun Sanchinarro,"Hortaleza, Madrid","IRR 5,046,055",7.8,Good,238 reviews,"4 beds (2 singles, 1 double, 1 sofa bed)",80m²,8.4,Duplex Superior,1 night, 5 adults,
5457,Nice apartamento en el centro de Madrid-La Latina,"Centro, Madrid","IRR 3,849,419",7.3,Good,22 reviews,"5 beds (4 singles, 1 double)",74m²,0.8,Apartment,1 night, 5 adults,
5459,Alianza Suites,"Villaverde, Madrid","IRR 5,366,440",9.2,Superb,359 reviews,"4 beds (2 singles, 1 sofa bed, 1 large double)",33m²,6.7,One-Bedroom Apartment,1 night, 5 adults,
5460,Cool Apt en el Downtown de Madrid-La Latina,"Centro, Madrid","IRR 3,849,419",7.7,Good,20 reviews,"4 beds (3 doubles, 1 sofa bed)",71m²,0.8,Apartment,1 night, 5 adults,
5461,Apartamento de 4hab en La Latina con vistas a Madrid Centro,"Centro, Madrid","IRR 3,849,419",7.4,Good,5 reviews,"6 beds (2 singles, 3 doubles, 1 sofa bed)",106m²,0.8,Apartment,1 night, 5 adults,
5462,NUEVOS DUPLEX PRINCIPE VERGARA,"Chamartín, Madrid","IRR 4,805,767",6.6,Review score,487 reviews,"4 beds (1 single, 1 double, 2 sofa beds)",65m²,4.3,Maisonette,1 night, 5 adults,
5463,BERNABEU/ C.UNIVERSITARIA APARTMENTS,"Tetuan, Madrid","IRR 5,226,272",7.6,Good,241 reviews,"3 beds (1 double, 2 sofa beds)",42m²,4.7,Apartment,1 night, 5 adults,
5464,El cielo Madrid,Madrid,"IRR 2,603,124",5.9,Review score,8 reviews,6 double beds,,15.1,6-Bed Mixed Dormitory Room,1 night, 5 adults,
5465,CH Plaza D'Ort Rooms Madrid,"Centro, Madrid","IRR 4,759,311",5.6,Review score,"1,953 reviews","3 beds (1 single, 2 doubles)",,300,Family Suite with Balcony - Shared Bathroom,1 night, 5 adults,
5466,Home Art Apartments Chamberí,"Chamberi, Madrid","IRR 8,009,612",8.5,Very good,633 reviews,"3 beds (2 doubles, 1 sofa bed)",45m²,1.9,Two-Bedroom Apartment,1 night, 5 adults,
5467,Preciosos apartamentos en el centro de Madrid,"Centro, Madrid","IRR 7,171,806",7.6,Good,303 reviews,"4 beds (1 double, 1 bunk bed, 2 sofa beds)",55m²,300,Two-Bedroom Apartment,1 night, 5 adults,
5468,Encantador Apartamento Atocha,"Arganzuela, Madrid","IRR 4,685,623",6.7,Review score,141 reviews,"3 beds (1 double, 2 bunk beds)",65m²,1.7,Standard Apartment,1 night, 5 adults,
5469,Deluxe Apt en el centro de Madrid para 9pax,"Centro, Madrid","IRR 4,162,996",6.0,Review score,3 reviews,"5 beds (4 doubles, 1 sofa bed)",90m²,300,Apartment,1 night, 5 adults,
5470,Wonder Apartments,"Centro, Madrid","IRR 7,889,467",8.1,Very good,668 reviews,"6 beds (2 singles, 1 double, 2 sofa beds, 1 large double)",100m²,450,Three-Bedroom Apartment,1 night, 5 adults,
5471,Cool&Central Apt para 7pax en Justicia-Centro,"Centro, Madrid","IRR 3,849,419",5.7,Review score,22 reviews,"4 beds (3 doubles, 1 sofa bed)",80m²,1.1,Apartment,1 night, 5 adults,
5472,NR4 Deluxe Gran Via MADRID,"Centro, Madrid","IRR 6,447,737",,,,"3 beds (1 double, 1 bunk bed, 1 sofa bed)",45m²,1,One-Bedroom Apartment,1 night, 5 adults,
5473,Antonio Lopez en Madrid,"Carabanchel, Madrid","IRR 5,756,908",8.4,Very good,"1,016 reviews","4 beds (2 singles, 1 double, 1 sofa bed)",75m²,2.4,Two-Bedroom Apartment I,1 night, 5 adults,
5474,Castellana Norte Ml8,"Tetuan, Madrid","IRR 4,044,053",8.3,Very good,46 reviews,"3 beds (2 doubles, 1 sofa bed)",50m²,6.3,One-Bedroom Apartment,1 night, 5 adults,
5475,Apartamentos Day Madrid GRAN VIA Centro Sol Malasaña,"Centro, Madrid","IRR 9,265,118",6.9,Review score,163 reviews,"3 beds (2 doubles, 1 sofa bed)",45m²,0.6,Two-Bedroom Apartment,1 night, 5 adults,
5476,Apartments near metro,"Puente de Vallecas, Madrid","IRR 1,922,307",5.6,Review score,95 reviews,"3 beds (2 doubles, 1 sofa bed)",40m²,4,Apartment,1 night, 5 adults,
5477,Cool Apt en el Downtown de Madrid-La Latina,"Centro, Madrid","IRR 3,849,419",7.7,Good,20 reviews,"4 beds (3 doubles, 1 sofa bed)",71m²,0.8,Apartment,1 night, 5 adults,
5478,Nice apartamento en el centro de Madrid-La Latina,"Centro, Madrid","IRR 3,849,419",7.3,Good,22 reviews,"5 beds (4 singles, 1 double)",74m²,0.8,Apartment,1 night, 5 adults,
5479,Apartamento de 4hab en La Latina con vistas a Madrid Centro,"Centro, Madrid","IRR 3,849,419",7.4,Good,5 reviews,"6 beds (2 singles, 3 doubles, 1 sofa bed)",106m²,0.8,Apartment,1 night, 5 adults,
5480,Familiar Apt para 5pax en Calle Santa Ana-Centro,"Centro, Madrid","IRR 2,102,523",7.0,Good,16 reviews,"3 beds (2 doubles, 1 sofa bed)",50m²,1,Apartment,1 night, 5 adults,
5481,Acogedor Apt para 5pax en el corazon de Chamberi,"Chamberi, Madrid","IRR 2,102,523",6.2,Review score,11 reviews,"3 beds (1 double, 1 bunk bed, 1 sofa bed)",60m²,2.4,Apartment,1 night, 5 adults,
5482,Deluxe Apt en el centro de Madrid para 9pax,"Centro, Madrid","IRR 4,162,996",6.0,Review score,3 reviews,"5 beds (4 doubles, 1 sofa bed)",90m²,300,Apartment,1 night, 5 adults,
5483,Valdevebas Chalet con Piscina,"Hortaleza, Madrid","IRR 30,436,524",9.5,Exceptional,21 reviews,"14 beds (13 singles, 1 large double)",350m²,9.3,Five-Bedroom House,1 night, 5 adults,
5484,Encantador Apartamento Atocha,"Arganzuela, Madrid","IRR 4,685,623",6.7,Review score,141 reviews,"3 beds (1 double, 2 bunk beds)",65m²,1.7,Standard Apartment,1 night, 5 adults,
5485,AV. Asturias Apartamento,"Tetuan, Madrid","IRR 3,788,546",8.4,Very good,105 reviews,"2 beds (1 double, 1 sofa bed)",40m²,5.6,Two-Bedroom Apartment,1 night, 5 adults,
5486,CH Plaza D'Ort Rooms Madrid,"Centro, Madrid","IRR 4,759,311",5.6,Review score,"1,953 reviews","3 beds (1 single, 2 doubles)",,300,Family Suite with Balcony - Shared Bathroom,1 night, 5 adults,
5487,Cool&Central Apt para 7pax en Justicia-Centro,"Centro, Madrid","IRR 3,849,419",5.7,Review score,22 reviews,"4 beds (3 doubles, 1 sofa bed)",80m²,1.1,Apartment,1 night, 5 adults,
5488,Madrid Norte II by Oshun Apartments,"Hortaleza, Madrid","IRR 4,084,902",7.6,Good,191 reviews,"4 beds (1 single, 1 double, 1 bunk bed, 1 sofa bed)",100m²,8.6,Duplex three bedroom with balcony,1 night, 5 adults,
5489,Alianza Suites,"Villaverde, Madrid","IRR 5,366,440",9.2,Superb,359 reviews,"4 beds (2 singles, 1 sofa bed, 1 large double)",33m²,6.7,One-Bedroom Apartment,1 night, 5 adults,
5490,NUEVOS DUPLEX PRINCIPE VERGARA,"Chamartín, Madrid","IRR 4,805,767",6.6,Review score,487 reviews,"4 beds (1 single, 1 double, 2 sofa beds)",65m²,4.3,Maisonette,1 night, 5 adults,
5491,Preciosos apartamentos en el centro de Madrid,"Centro, Madrid","IRR 7,171,806",7.6,Good,303 reviews,"4 beds (1 double, 1 bunk bed, 2 sofa beds)",55m²,300,Two-Bedroom Apartment,1 night, 5 adults,
5492,BERNABEU/ C.UNIVERSITARIA APARTMENTS,"Tetuan, Madrid","IRR 5,226,272",7.6,Good,241 reviews,"3 beds (1 double, 2 sofa beds)",42m²,4.7,Apartment,1 night, 5 adults,
5493,Antonio Lopez en Madrid,"Carabanchel, Madrid","IRR 5,756,908",8.4,Very good,"1,016 reviews","4 beds (2 singles, 1 double, 1 sofa bed)",75m²,2.4,Two-Bedroom Apartment I,1 night, 5 adults,
5494,Wonder Apartments,"Centro, Madrid","IRR 7,889,467",8.1,Very good,668 reviews,"6 beds (2 singles, 1 double, 2 sofa beds, 1 large double)",100m²,450,Three-Bedroom Apartment,1 night, 5 adults,
5495,Home Art Apartments Chamberí,"Chamberi, Madrid","IRR 8,009,612",8.5,Very good,633 reviews,"3 beds (2 doubles, 1 sofa bed)",45m²,1.9,Two-Bedroom Apartment,1 night, 5 adults,
5498,NR4 Deluxe Gran Via MADRID,"Centro, Madrid","IRR 6,447,737",,,,"3 beds (1 double, 1 bunk bed, 1 sofa bed)",45m²,1,One-Bedroom Apartment,1 night, 5 adults,
5499,Oshun Madrid Norte,"Hortaleza, Madrid","IRR 4,565,479",7.8,Good,643 reviews,"5 beds (3 singles, 1 double, 1 sofa bed)",90m²,8.4,Deluxe Apartment with Balcony,1 night, 5 adults,
5525,HighPark Berlin am Potsdamer Platz,"Mitte, Berlin","IRR 25,993,192",8.8,Fabulous,"4,730 reviews","4 beds (2 singles, 1 sofa bed, 1 large double)",52m²,1.4,Apartment Family with 2 Bedrooms and Loggia,2 nights, 5 adults,
5526,aletto Hotel Kudamm,"Charlottenburg-Wilmersdorf, Berlin","IRR 12,891,470",8.2,Very good,"7,758 reviews","3 beds (2 bunk beds, 1 large double)",,3.4,Quintuple Room,2 nights, 5 adults,
5528,Nena Hostel Berlin,"Mitte, Berlin","IRR 10,252,303",7.8,Good,"3,563 reviews",6 bunk beds,,5.1,6-Bed Mixed Dormitory Room,2 nights, 5 adults,
5530,Schoenhouse Avenue - Digital Access,"Prenzlauer Berg, Berlin","IRR 19,343,212",8.2,Very good,"2,073 reviews","3 beds (1 sofa bed, 2 large doubles)",118m²,2.7,Two-Bedroom Suite,2 nights, 5 adults,
5532,Industriepalast Berlin,"Friedrichshain-Kreuzberg, Berlin","IRR 13,345,214",7.9,Good,"6,520 reviews",3 bunk beds,,5,6-Bed Room with Shared Bathroom,2 nights, 5 adults,Free cancellation
5535,Hotel Seifert Berlin am Kurfürstendamm,"Charlottenburg-Wilmersdorf, Berlin","IRR 16,659,992",8.0,Very good,982 reviews,"3 beds (1 single, 1 sofa bed, 1 large double)",,4,Large Family Room,2 nights, 5 adults,
5536,Upper Room Hotel Kurfürstendamm,"Charlottenburg-Wilmersdorf, Berlin","IRR 11,613,937",7.1,Good,"7,451 reviews","4 beds (2 singles, 1 double, 1 sofa bed)",40m²,3.2,Family Apartment,2 nights, 5 adults,
5537,Apartments Schöneberg,"Tempelhof-Schöneberg, Berlin","IRR 12,214,658",7.3,Good,164 reviews,"3 beds (2 sofa beds, 1 large double)",60m²,5.3,"One-Bedroom Apartment with Balcony Tulpe - Ringbahnstraße 70, 12099 Berlin",2 nights, 5 adults,
5539,Apartmenthaus Berlin Mitte,"Mitte, Berlin","IRR 12,254,706",7.7,Good,"2,838 reviews","4 beds (3 sofa beds, 1 large double)",48m²,2.9,Deluxe Apartment,2 nights, 5 adults,
5540,Central City Apartments,"Mitte, Berlin","IRR 14,417,301",5.3,Review score,4 reviews,"5 beds (3 singles, 1 sofa bed, 1 large double)",110m²,2.8,Two-Bedroom Apartment,2 nights, 5 adults,
5541,Great Central City Apartments Mitte Museumsinsel,"Mitte, Berlin","IRR 14,230,276",7.8,Good,6 reviews,6 single beds,79m²,1.8,Three-Bedroom Apartment,2 nights, 5 adults,
5544,Apartments elPilar Friedrichshain,"Friedrichshain-Kreuzberg, Berlin","IRR 11,854,225",7.8,Good,597 reviews,"5 beds (2 singles, 1 double, 2 sofa beds)",60m²,6.2,Apartment 17,2 nights, 5 adults,
5545,Hotel Central Inn am Hauptbahnhof Pension,"Mitte, Berlin","IRR 12,815,378",6.3,Review score,"2,410 reviews","3 beds (1 single, 1 sofa bed, 1 large double)",45m²,1.5,Large Two-Room Apartment,2 nights, 5 adults,
5548,Hotel Messe am Funkturm,"Charlottenburg-Wilmersdorf, Berlin","IRR 9,283,140",6.2,Review score,"1,818 reviews","6 beds (5 singles, 1 sofa bed)",,6.4,Six-Bed Room,2 nights, 5 adults,
5549,Kudamm Apartment West Central City,"Charlottenburg-Wilmersdorf, Berlin","IRR 7,208,650",6.1,Review score,11 reviews,3 sofa beds,37m²,5.4,1-Room-Apartment,2 nights, 5 adults,
5550,HighPark Berlin am Potsdamer Platz,"Mitte, Berlin","IRR 25,993,192",8.8,Fabulous,"4,730 reviews","4 beds (2 singles, 1 sofa bed, 1 large double)",52m²,1.4,Apartment Family with 2 Bedrooms and Loggia,2 nights, 5 adults,
5551,aletto Hotel Kudamm,"Charlottenburg-Wilmersdorf, Berlin","IRR 12,891,470",8.2,Very good,"7,758 reviews","3 beds (2 bunk beds, 1 large double)",,3.4,Quintuple Room,2 nights, 5 adults,
5552,Arabel Design Apartments,"Mitte, Berlin","IRR 13,506,207",8.7,Fabulous,"1,709 reviews",,,1.8,Apartment Standard,2 nights, 5 adults,
5553,Nena Hostel Berlin,"Mitte, Berlin","IRR 10,252,303",7.8,Good,"3,563 reviews",6 bunk beds,,5.1,6-Bed Mixed Dormitory Room,2 nights, 5 adults,
5554,acama Hotel & Hostel Kreuzberg,"Friedrichshain-Kreuzberg, Berlin","IRR 11,807,369",7.6,Good,"4,538 reviews","3 beds (2 singles, 1 bunk bed)",,2.1,Family room Standard,2 nights, 5 adults,
5555,Schoenhouse Avenue - Digital Access,"Prenzlauer Berg, Berlin","IRR 19,343,212",8.2,Very good,"2,073 reviews","3 beds (1 sofa bed, 2 large doubles)",118m²,2.7,Two-Bedroom Suite,2 nights, 5 adults,
5556,Quentin XL Potsdamer Platz,"Mitte, Berlin","IRR 21,686,023",7.3,Good,"4,676 reviews",2 extra-large double beds,,1.5,Family Suite,2 nights, 5 adults,
5557,Industriepalast Berlin,"Friedrichshain-Kreuzberg, Berlin","IRR 13,345,214",7.9,Good,"6,520 reviews",3 bunk beds,,5,6-Bed Room with Shared Bathroom,2 nights, 5 adults,Free cancellation
